number,TeacherID,speaker,utterance,ut,rc,PCA_best_dim_1,PCA_best_dim_2,PCA_best_dim_3,PCA_best_dim_4,PCA_best_dim_5,PCA_best_dim_6,PCA_best_dim_7,PCA_best_dim_8,PCA_best_dim_9,PCA_best_dim_10,PCA_best_dim_11,PCA_best_dim_12,PCA_best_dim_13,PCA_best_dim_14,PCA_best_dim_15,PCA_best_dim_16,PCA_best_dim_17
94,3026,T,"It’s going to erupt, because the whole point is the pressure under the crust vs. the pressure outside, it’s not the same.",Fs,PD,1.873614054,0.63947423,-0.343184599,-0.851578167,-1.038049878,0.389502538,-0.932236208,0.19549428,-0.631631018,-0.745436282,-0.97445979,-0.573647441,0.448438995,0.583832951,-0.12140369,0.199068518,-1.067021506
95,3026,T,"It’s in disequilibrium and we have to balance it out by making it the same, so it’s got to erupt. Same thing with succession. ",E,PD,-0.916776671,0.525874135,2.374849887,0.452704987,-2.320564342,-0.478794347,-1.281879173,-0.549240945,-0.041011031,-2.9160962,0.339310967,0.676827403,-2.363474506,0.241654878,-2.130734356,1.021343427,0.35512026
96,3026,T,"Johnny, explain to me what speed is. ",Q,SK,-0.148256976,-0.609899912,0.272812223,0.418370225,0.2477755,0.229793313,-1.602164521,2.337933369,4.143081343,-0.383130402,-0.378592163,0.351874895,1.718764075,-0.765822623,0.615238219,1.621784087,0.277314037
97,3026,S,Speed is how far you move in a specific time? ,Rs,SK,0.208755214,1.940309835,-0.707842516,-0.098345263,-0.90116512,-0.295085293,-1.599113724,0.636656149,-0.431013688,3.077360218,0.166123236,-0.964511136,-0.612814818,0.375803638,0.29933077,0.202235793,0.723419984
98,3026,T,"Ok, how far you move in a certain amount of time. ",Fs,SK,-0.246087078,1.706258682,-0.853326858,0.060755132,-1.099163911,-0.06658894,-2.015210831,0.748535245,-0.669856432,4.375097286,0.327185147,-1.314270079,-0.873143141,0.535273275,0.501059974,0.638693059,0.891552571
99,3026,T,Ok? So how many of you all…How many of y’all sped to school this morning?,Q,EX,-0.505851257,1.090400857,-0.259484558,1.144046596,1.725777921,2.299055423,0.879803818,-0.810269714,0.392950488,-0.913856078,-0.374329849,-0.262318747,0.099052036,-0.016610664,0.346255868,-0.712239559,-1.70849954
100,3026,S,"Ran, yeah.",Rs,EX,0.533261016,1.817886527,-0.456778146,-0.20445321,-0.588618213,-0.403214811,-0.967144954,0.425954124,-0.13681193,1.503559306,0.018731018,-0.503530355,-0.308559546,0.191415343,0.092638292,-0.150613784,0.461666052
101,3026,T,Ran to the school? ,Fq,EX,1.291331506,2.207971776,-0.214304243,-0.469620532,-0.258620223,-0.784042068,-0.273649762,0.239488959,0.261259314,-0.659335828,-0.249705505,0.079401222,0.125321001,-0.074367384,-0.243577053,-0.878042564,0.181445066
102,3026,T,How many of you all sped to school this morning. ,Q,EX,-0.497009226,1.685034532,0.171341227,0.545336512,1.742827137,3.216400581,1.387730269,-1.230603732,0.400529049,-1.114963059,-0.333885878,-0.228300244,0.64370721,-0.372154293,0.626149082,-0.356265146,-1.561708415
103,3026,S,Sped? Ran to school? ,Rs,,0.460961089,2.072450618,-0.034107156,0.018104029,0.752073568,1.205784633,0.554078688,-0.494996191,0.340009692,-0.940487948,-0.313365483,-0.076622119,0.403987631,-0.235551629,0.183067294,-0.680517282,-0.700249342
104,3026,T,I mean speed. Did you all speed to school? ,Q,EX,1.061226525,2.153588208,0.442487445,-0.438578743,-0.253235346,-0.826352431,-0.468314488,0.366861105,-0.012947704,-0.60007093,-0.089497217,-0.004470298,0.472133754,-0.09070853,0.112163779,-1.344135451,0.041284688
105,3026,T,"In cars, ran. ",P,,1.291331508,2.207971778,-0.214304243,-0.469620533,-0.258620225,-0.784042071,-0.273649763,0.239488961,0.261259314,-0.659335828,-0.249705504,0.079401223,0.125321001,-0.074367385,-0.243577054,-0.878042565,0.181445068
106,3026,T,"It’s funny, because when I say speed to school you think that you’re going too fast, right? ",E,OD,1.934213323,0.328040978,-0.323586774,-0.775774678,-0.893692222,0.446257452,-0.855696883,0.184825154,-0.620778911,-0.69266202,-0.78245057,-0.545609235,0.402845829,0.440571522,-0.166270182,0.053101499,-0.759780935
107,3026,T,"But really, the actual definition of speed is involving what two units as Johnny just told us?",Q,SK,-1.260477652,-0.155066101,3.492164064,0.199911977,0.001801061,-0.064942983,-0.922033152,0.610942847,-1.288192532,0.399289152,0.910035245,-0.384699426,1.733267148,-0.024690805,1.91401169,-2.218467398,-0.731019409
108,3026,T,What two units does it involve? ,Q,SK,-0.218915481,-0.44021464,1.438658282,-1.285998202,1.995258564,-0.330989007,-0.320249329,-1.548466783,0.456579011,1.660704376,-2.169710409,1.570724432,0.4880885,1.272254476,-2.084642782,0.13645731,0.361046333
109,3026,S,Time and distance. ,Rs,SK,1.851423498,-1.78462426,-0.078691403,0.006367415,0.447991474,0.647250214,-0.002679062,0.058536525,-0.257779255,-0.12161202,0.895812154,-0.125244557,-0.077657691,-0.76778411,-0.457428341,-1.10363373,1.799398483
110,3026,T,"Time and distance, ok? ",Fy,SK,1.252240141,-1.61655792,-0.527429571,0.854173484,0.75876449,0.212615505,-0.253003732,0.230620916,-0.101119435,-0.136256631,0.538604759,-0.192577817,-0.541120919,-0.248446399,-0.516623061,-1.342151791,0.778321274
111,3026,T,"So really, it’s just a ratio of how far have you gone in a certain amount of time.",E,SK,-0.258055734,1.862890982,-0.939993939,0.060778202,-1.200722004,-0.091452216,-2.214656857,0.825100476,-0.745778893,4.773708911,0.349695053,-1.442412168,-0.946663616,0.579190579,0.541676043,0.673499473,0.97573944
112,3026,T,And you all deal with speed all the time. ,E,EX,1.303662901,0.231809313,-0.6175655,1.588651863,-1.060638132,-1.62730866,2.555775719,-0.980006497,-0.10811409,0.660298901,-0.383956914,0.515908512,2.415825408,-0.341460226,0.175746584,0.739593945,-0.772841383
113,3026,T,"You all are in baseball, you all are in track, you measure your speed ",E,EX,-0.459932229,-0.882784262,-1.484690858,2.73017516,1.349691309,-0.833307002,-0.780739525,0.583867156,0.323084655,-0.119504349,-0.40899804,-0.305146328,-1.562993447,1.06101779,-0.541801384,-1.592679844,-1.829216406
114,3026,T,"When you drive to school everyday, roadtrips, when you’re on the interstate or in your neighborhood. E3.5 ",E,EX,1.946489987,-1.491968861,-0.367938165,-1.027297823,-1.668602806,1.775890412,-1.406436329,0.055737596,-1.483422811,-0.570112421,-1.524777522,-1.176579696,0.67301097,1.228524787,0.090706627,1.550480443,-2.26395918
115,3026,T,what are the units that we measure our speed in? ,Q,SK,1.303662896,0.231809302,-0.617565501,1.588651875,-1.060638132,-1.627308658,2.555775734,-0.980006507,-0.10811409,0.660298909,-0.383956914,0.51590851,2.415825417,-0.341460227,0.175746589,0.739593958,-0.772841387
116,3026,S,Miles per hour. ,Rs,SK,-0.454943917,1.501754498,0.160205758,0.491466792,1.547415498,2.881091559,1.246006166,-1.101443375,0.371579502,-0.97738493,-0.287111947,-0.19709146,0.562303653,-0.323379144,0.564112732,-0.286966279,-1.388900886
117,3026,T,"We measure it in miles per hour, ",Fy,SK,-0.438146311,1.735011255,0.007299807,0.554941885,1.512926351,3.385554685,1.00191611,-1.702351483,0.836585828,-0.603301316,-0.015836393,-1.01109032,-0.179074201,-0.181975535,0.730833396,0.111493523,-0.293402901
118,3026,T,"don’t we, whereas in science lab we may use [inaudible] per second. ",E,SK,-1.104223917,0.074628365,2.995449875,0.277082824,-0.757203828,-0.189918122,-0.999664981,0.205928735,-0.8258952,-0.693927006,0.691952378,-0.02122189,0.325312359,0.065806919,0.522109972,-1.064741944,-0.34842995
119,3026,T,"So if I’m driving to Houston to see my sister, ok? ",E,OD,-0.848346223,0.483843284,2.177387494,0.419088192,-2.123019763,-0.420730315,-1.162385528,-0.508005479,-0.025497246,-2.655581658,0.317691127,0.62332038,-2.168513102,0.226669207,-1.942286672,0.956721818,0.324129323
120,3026,T,And let’s say I drive the first 100 miles and it takes me exactly two hours. ,E,OD,-0.687321662,-0.947253784,1.881371857,2.046709898,-1.756462074,-0.774059733,2.587206893,-0.164653306,0.48677688,0.66605452,-2.241579521,-2.158753024,-1.136296936,-0.686463179,0.181613333,0.80775517,1.444724281
121,3026,T,About how many miles did I go per hour?,Q,OD,-0.688051135,1.08225545,1.088224279,0.422450392,1.161502963,2.137261747,0.675267268,-0.654482838,-0.083035052,-0.625548381,0.035034732,-0.256140069,0.905660969,-0.251249083,0.952870521,-0.838894116,-1.244557704
122,3026,S,50,Rs,OD,-0.185417467,-0.281638353,0.982812857,-0.83716246,1.324879835,-0.154452881,-0.176095107,-1.055031361,0.351047051,1.148216286,-1.417447108,1.064675893,0.295750733,0.870443666,-1.367154546,0.180113094,0.23855067
123,3026,T,If I went 100 miles and it took me two hours. ,Q,OD,0.415937634,-0.476059095,0.198585564,-0.641542586,0.273431697,0.211821843,2.241987477,1.596808044,0.355258528,-0.200106019,2.957078338,0.105852743,0.097855096,4.157607883,-0.364444815,0.597835199,0.867742963
124,3026,S,50 each hour. ,Rs,OD,-0.331346697,0.55719931,0.723457783,-0.322459748,1.659607243,1.304473963,0.486904122,-1.242715842,0.396490596,0.256245041,-1.103033962,0.602475063,0.493139782,0.407469198,-0.640683653,-0.06797852,-0.53434322
125,3026,T,"Right, and what did you have to do to figure that out? ",Fq,OD,-1.577657776,-0.77791322,-1.37952537,-2.167192341,-0.499132406,-0.786758026,0.468803788,-0.349754396,0.498866015,-0.778261614,-0.97130464,-0.649616912,-0.167714123,0.284996935,1.220812195,-1.021993701,0.432207436
126,3026,S,Divide by two.,Rs,OD,0.485449915,-0.33290507,-0.01906527,0.133339577,-0.864961389,0.491195301,0.130161929,-0.769896757,0.439735221,0.667552906,0.264219703,3.171323647,-1.610420178,-0.077024277,2.2413037,0.242230449,-0.325272206
127,3026,T,"You just divide it, right? That’s all speed is. ",Fs,OD,1.082783066,0.436980796,-0.326070788,-0.082681731,-0.590562317,0.088017477,-0.56003105,-0.034724047,-0.0102487,1.114290902,0.348580411,0.996113819,-0.864994073,-0.154030693,0.860093874,-0.379177333,0.645913502
128,3026,T,"All speed is, is just a ratio of your distance to your time, ",E,PD,0.127628763,1.970915662,-0.77060861,-0.071818277,-0.979301848,-0.268052913,-1.757105918,0.689331655,-0.504564126,3.470810448,0.202971291,-1.079756331,-0.688878637,0.421900711,0.351003887,0.290448187,0.788858467
129,3026,T,"so if you know your speed and your time you can tell me how far you’ve gone, or, if you know your speed and your… I said that backwards. ",E,PD,1.687462394,1.205043253,-0.618582052,1.049571629,-0.973657441,-1.735113096,1.908646468,-0.662374789,-0.004211522,0.193412976,-0.45051888,0.439726458,2.036204809,-0.329024401,0.010207236,0.116279841,-0.538765247
130,3026,T,"If you know your speed and your time you can calculate how far you’ve gone,",E,PD,1.540676957,0.264525145,-0.732346755,1.843342354,-1.234764892,-1.931630007,2.963036142,-1.131980839,-0.14946363,0.749808713,-0.462462985,0.593130133,2.833283798,-0.409507272,0.19373403,0.818288841,-0.900574847
131,3026,T,"or if you know your total distance and if you know your total time, you can also calculate your speed,  ",E,PD,1.999840921,-0.955086498,-0.461551844,1.005400015,-0.400103171,-0.694941071,1.605765856,-0.574091772,-0.26274918,0.316825958,0.281563792,0.240080899,1.521161366,-0.706341525,-0.185221784,-0.271193241,0.61049205
132,3026,T,and that’s our formula that you just looked up. ,E,SK,-0.238107978,1.60183716,-0.795548805,0.060739748,-1.031458521,-0.050013417,-1.88224683,0.697491763,-0.619241461,4.109356225,0.312178545,-1.228842028,-0.8241295,0.505995074,0.473982598,0.615488786,0.835427998
133,3026,T,So what’s the actual formula for speed? ,Q,SK,0.343239887,0.533033229,0.875778014,-1.035961044,1.23385136,-0.522950923,-0.32079377,-0.939662807,0.396525619,0.854750313,-1.543741482,1.074734295,0.376092908,0.81749763,-1.483929163,-0.249437115,0.309007817
134,3026,S,Average of distance over time. ,Rs,SK,1.597818783,-1.388039215,0.146791172,-0.379479396,1.208384318,-0.21836621,0.036987578,0.025626533,-0.461836609,-0.203426594,1.018937016,-0.422104656,-0.491730972,-1.071257624,0.00831386,-0.023102758,0.999042533
135,3026,T,Right. Your total distance over total time. ,Fy,SK,2.343884735,-2.239658883,-0.116144754,-0.007167988,0.563958751,0.759407925,-0.031402163,0.090210786,-0.357219853,-0.182825052,1.097995317,-0.1697004,-0.074840915,-0.976435648,-0.588740908,-1.44639833,2.250858272
136,3026,T,"That’s your average speed, which brings me to question two. ",E,SK,0.645921588,-0.151527121,0.672814461,-1.217512419,2.788471712,-2.21244452,0.147232434,-0.072114648,-0.831209644,-0.33444801,1.128065086,-1.03963101,-1.404943814,-1.571977261,1.137994454,2.628271634,-1.122903942
137,3026,T,There’s average speed and there’s instantaneous speed. ,E,SK,1.281313528,1.762808212,0.025882037,-0.777730411,0.667457308,-1.368414217,-0.194015672,0.183542153,-0.06607295,-0.664286931,0.13791895,-0.2692374,-0.327106304,-0.56521979,0.14872278,0.068913231,-0.203467482
138,3026,T,So what is your average speed? ,Q,SK,0.518531084,-0.120353561,0.572532384,-1.004508842,2.321080153,-1.810600536,0.141395917,-0.071455625,-0.66934418,-0.258166658,0.954567486,-0.857596038,-1.185607309,-1.298844043,0.959632366,2.234797135,-0.936826727
139,3026,T,"Speed itself is distance over time, but what is your average speed? ",Q,SK,1.344213524,-0.991453478,0.372274012,-0.765326621,1.968777921,-1.08398364,0.076654276,-0.007283512,-0.66589413,-0.285241225,1.142061898,-0.718965052,-0.905804703,-1.374731351,0.474056637,1.057429571,0.198685464
140,3026,T,"If you had to take an average, what does that mean?",Q,SK,-0.148256977,-0.609899915,0.272812223,0.418370225,0.247775501,0.229793315,-1.602164523,2.337933371,4.143081348,-0.383130402,-0.378592163,0.351874896,1.718764076,-0.765822624,0.615238219,1.621784092,0.277314037
141,3026,T,"We’ve been doing math [inaudible], math practice.  ",P,SK,0.916786582,-0.5960617,-0.083484732,0.185361399,-1.471449799,0.700178097,0.142982339,-1.271136924,0.653843852,1.056347736,0.39074842,5.39899849,-2.697202587,-0.179771645,3.793790631,0.22423459,-0.553009019
142,3026,S,You add and divide. ,Rs,SK,0.686740366,-0.455711502,-0.049127694,0.157616427,-1.147989311,0.58872061,0.136144792,-1.003808837,0.539652585,0.848990507,0.323266438,4.210905258,-2.117585304,-0.12497305,2.965797623,0.233832379,-0.431549389
143,3026,T,One person – raise your hand. One person. Ron? ,P,SK,1.643769744,2.751086166,-0.285660804,-0.602152924,-0.319305875,-1.029707433,-0.370115538,0.31640133,0.29157836,-0.854979811,-0.333901755,0.086106824,0.178882451,-0.109664741,-0.321426801,-1.164409371,0.2284165
144,3026,S,Go half the speed you regularly go? ,Rs,SK,0.598150157,-0.139837013,0.635208675,-1.137636072,2.613199853,-2.061753017,0.145043736,-0.071867512,-0.770510087,-0.305842507,1.063003474,-0.971367887,-1.322692612,-1.469552293,1.071108659,2.480718667,-1.053124976
145,3026,T,You go half the speed your regularly go?  If I’m averaging speeds? ,Fq,SK,0.677769214,-0.15932051,0.69788498,-1.270763312,2.905319602,-2.312905516,0.148691562,-0.072279403,-0.871676009,-0.353518348,1.171439485,-1.085139753,-1.459777939,-1.640260566,1.182584976,2.726640258,-1.169423246
146,3026,S,Like if... ,Rs,SK,-0.185417477,-0.28163835,0.982812874,-0.837162442,1.324879811,-0.154452876,-0.176095112,-1.055031335,0.351047032,1.14821627,-1.417447073,1.06467587,0.295750744,0.87044365,-1.367154501,0.180113071,0.238550658
147,3026,T,"Let me put it this way, I’ve been starting to bike.",E,OD,1.848160861,-1.419231568,-0.34703054,-0.975497482,-1.589901595,1.700782256,-1.334119673,0.049837688,-1.406117757,-0.537095631,-1.448022421,-1.118048334,0.636728305,1.173205606,0.089616879,1.489382537,-2.156458293
148,3026,T,"I ride my bike; I’m training for the MS 150, so if I get on my bike and I ride around White Rock Lake, ",E,OD,-0.154585728,-0.746805945,0.315594997,0.494280176,0.303701919,0.23640597,-1.965820435,2.848316925,4.992223398,-0.490542328,-0.477371002,0.415361944,2.102213233,-0.942444219,0.731356825,1.909072456,0.337504428
149,3026,T,I’m not always going to be going the same speed at all times. ,E,OD,1.573282097,2.642463288,-0.271389492,-0.575646446,-0.307168745,-0.98057436,-0.350822383,0.301018856,0.285514551,-0.815851014,-0.317062505,0.084765704,0.168170161,-0.10260527,-0.305856852,-1.10713601,0.219022213
150,3026,S,No. ,Ry,OD,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
151,3026,T,Same thing in your car; are you always going to be going the same speed all the way to your destination?,Q,OD,1.731879302,2.88686476,-0.303499944,-0.635286021,-0.334477288,-1.091123772,-0.39423198,0.335629422,0.299158121,-0.903890806,-0.354950818,0.087783224,0.192272813,-0.11848908,-0.340889237,-1.236001071,0.240159358
152,3026,S,No. ,Ry,OD,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
153,3026,T,No. Why? What’s happening between? ,Fq,OD,-1.091245665,-0.506770739,-0.895976247,-1.424625219,-0.338047479,-0.458298894,0.349940305,-0.255889769,0.379238388,-0.477761042,-0.618509928,-0.415551671,-0.141451016,0.212271971,0.836482108,-0.59218758,0.285991404
154,3026,S,The speed limit goes faster or slower.,Rs,OD,1.643769744,2.751086161,-0.285660805,-0.602152924,-0.319305874,-1.029707431,-0.370115537,0.316401329,0.29157836,-0.85497981,-0.333901753,0.086106824,0.178882451,-0.109664742,-0.321426801,-1.164409371,0.228416501
155,3026,T,"Yeah, the speed limit may change. ",Fs,OD,0.242116418,1.792237947,-0.75495225,0.087370423,-0.266110695,-0.503272471,-0.964790022,0.286266848,-0.647904095,0.378648915,-0.088074118,0.032622269,0.297627545,0.093764825,0.034590341,0.027914254,0.877811752
156,3026,T,"You may have to slow down for a school zone, or what else? ",Fq,OD,-0.438587804,-0.825390617,-1.387452558,2.563321034,1.26434325,-0.768811618,-0.724929975,0.543115439,0.311640803,-0.104332824,-0.3779932,-0.282788496,-1.470864155,0.998880559,-0.503699932,-1.476423323,-1.715292939
157,3026,S,You have to get to the highway. ,Rs,OD,-0.257849779,1.231104501,-0.176876225,0.402160973,0.715390803,2.535096283,0.222143994,-1.748451338,1.150514728,0.279698742,0.416803041,-1.636922293,-1.179499026,0.139142227,0.640939159,0.749304706,1.390712747
158,3026,T,George said if you have to go on the freeway you might have to speed up to get on it. ,Fs,OD,-0.150246012,-0.652927521,0.286258237,0.442227638,0.265352374,0.231871579,-1.716456379,2.498339627,4.40995456,-0.416888436,-0.40963694,0.371827966,1.839276664,-0.821332267,0.651732637,1.712074718,0.296231019
159,3026,T,"He’s right. Like when I ride my bike around the lake, sometimes I’m going down hill and I go about 15, 18 MPH, ",E,OD,-1.287397485,0.412471888,-0.422534395,-1.203008123,-0.068875694,1.763672481,2.12909155,3.9007785,-1.4203539,0.838063725,-0.729280065,1.354960143,-0.968752729,-2.345162975,-1.886096511,-0.054884608,-0.740080222
160,3026,T,but then if I’m going up a hill I’m really tired and I’m going to slow down to like 9 MPH. ,E,OD,1.979266357,-1.516214622,-0.374907373,-1.044564598,-1.694836537,1.800926458,-1.430541878,0.057704233,-1.509191158,-0.581118015,-1.550362553,-1.196090147,0.685105188,1.246964512,0.091069876,1.570846406,-2.299792805
161,3026,T,"Ok? So at the end of my trip I look at my speedometer and it tells me my average speed may be 10, but at some points I was doing 15; ",E,OD,0.602214543,0.610057581,0.156258959,-1.328639181,1.677164988,-1.696129846,0.221560829,0.358447649,-0.552424321,-0.488259563,0.458166528,-0.617674464,-0.964148276,-1.246479102,0.617889488,1.239481006,-0.687945509
162,3026,T,"sometimes I did 9, so what did my average speed do? ",Q,OD,-0.351256649,-0.141644116,2.039684517,-0.431911954,1.225808228,-0.992641844,-0.387554959,0.268366195,-0.998365751,0.059527569,0.954648166,-0.645401577,0.24015563,-0.699228623,1.457900508,0.067090772,-0.858189575
163,3026,T,How do I calculate it? ,Q,PD,0.829634787,0.166377608,-0.388003001,1.079270929,-0.712384635,-1.018665986,1.74125494,-0.676057843,-0.025415019,0.481279309,-0.226944778,0.361465282,1.580908684,-0.205366137,0.139771702,0.582204193,-0.51737448
164,3026,S,"It changed, so you add all the speeds up and divide by the number. ",Rs,PD,0.888030815,-0.578517929,-0.079190118,0.181893277,-1.431017227,0.686245924,0.142127657,-1.237720918,0.639569948,1.030428105,0.382313171,5.250486859,-2.624750424,-0.172921824,3.69029154,0.225434308,-0.537826573
165,3026,T,"Right, add all my speeds up and divide it by how many times it took the speed, right?",Fs,PD,1.776155275,-0.767848834,-0.145276012,-0.045638473,-0.385979774,0.430138842,-0.033139471,-0.404158387,0.142605827,0.17054331,0.601026597,2.098182203,-1.077437771,-0.551700063,1.181887843,-0.818368187,0.871273307
166,3026,T,And that’s where I get my average speed. ,Fs,,0.518531084,-0.120353561,0.572532384,-1.004508842,2.321080153,-1.810600536,0.141395917,-0.071455625,-0.66934418,-0.258166658,0.954567486,-0.857596038,-1.185607309,-1.298844043,0.959632366,2.234797135,-0.936826727
167,3026,T,"So I can say my average speed from here to Houston was about 60 MPH, but that doesn’t mean I was going 60 the whole time, does it? ",Q,PD,-0.155142098,-0.758841641,0.319356119,0.500953578,0.308618528,0.236987302,-1.997790183,2.893185806,5.066873242,-0.499985134,-0.486054853,0.420943222,2.135923046,-0.957971393,0.741565052,1.934328572,0.342795894
168,3026,S,No. ,Ry,PD,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
169,3026,T,"Because you know somewhere between there I probably had to stop and get gas, slow down, speed up to get on the freeway. ",Fs,PD,-0.153229563,-0.717468936,0.306427257,0.478013761,0.291717683,0.234988968,-1.887894158,2.738949012,4.810264376,-0.467525484,-0.456204107,0.401757577,2.020045557,-0.904596734,0.706474265,1.84751066,0.324606485
170,3026,T,Now how is that different from instantaneous speed? What’s instantaneous speed? Raise your hand. ,Q,SK,1.5729026,2.407893122,-0.141635782,-0.745320614,0.196205991,-1.302302333,-0.308850825,0.271663431,0.107718946,-0.821364257,-0.107213699,-0.104971245,-0.077404913,-0.370382398,-0.093370912,-0.595642995,0.010113982
171,3026,T,"Say it again louder, Travis. ",P,SK,-1.577657772,-0.777913212,-1.379525353,-2.167192326,-0.499132413,-0.786758022,0.46880378,-0.349754396,0.498866017,-0.778261621,-0.971304634,-0.649616908,-0.167714132,0.284996935,1.22081218,-1.021993688,0.432207435
172,3026,S,To keep from exceeding the speed limit. ,Rs,SK,1.467550626,2.479528972,-0.249982523,-0.535886729,-0.288963049,-0.906874752,-0.32188265,0.277945145,0.276418837,-0.75715782,-0.29180363,0.082754023,0.152101726,-0.092016063,-0.282501927,-1.021225968,0.204930784
173,3026,T,"We use it to keep from going over the speed limit, so…",Fs,SK,1.110527786,1.757675685,-0.121665278,-0.302354924,-0.153451138,-0.655041762,-0.717484821,0.890982927,1.392895617,-0.708732568,-0.341918043,0.161839759,0.616849667,-0.295578054,-0.048751289,-0.350199171,0.239752195
174,3026,T,Well we use the odometer to measure what? ,Q,EX,-0.148256978,-0.609899909,0.27281222,0.418370227,0.247775504,0.229793322,-1.602164516,2.337933357,4.143081338,-0.3831304,-0.37859216,0.351874888,1.718764064,-0.765822618,0.615238219,1.621784087,0.27731404
175,3026,S,Speed. How far you went. The distance. ,Rs,EX,0.658191368,0.020762393,-0.739022364,1.099739698,-1.218589699,-1.338842994,1.953907732,-1.339740881,0.189067083,0.771690892,0.481787294,0.374460107,2.178657626,-0.694487127,-0.434045908,0.555459268,-1.041623537
176,3026,T,"Right, odometer measures the distance ",Fy,EX,-0.116899191,-1.355356734,-0.932723298,-1.397157628,-0.105263448,-0.220770999,0.286616957,-0.188730635,0.180956438,-0.572969071,-0.207499192,-0.48356051,-0.134192909,-0.190979669,0.558404147,-1.215216342,1.136722893
177,3026,T,and you speedometer measures what? ,Q,EX,-0.964389001,-0.105656385,2.605227224,0.163770473,-0.002782301,0.003387996,-0.653895172,0.434879012,-0.917924764,0.327720877,0.696676345,-0.271330993,1.260847008,-0.000965251,1.435369896,-1.573976864,-0.543165658
178,3026,S,Average. Speed. ,Rs,EX,0.518531084,-0.120353561,0.572532384,-1.004508842,2.321080153,-1.810600536,0.141395917,-0.071455625,-0.66934418,-0.258166658,0.954567486,-0.857596038,-1.185607309,-1.298844043,0.959632366,2.234797135,-0.936826727
179,3026,T,"Speed, ok? ",Fq,EX,0.286425501,0.465635811,-0.813972371,1.164265253,0.560274565,-0.711255927,-0.486134159,0.379285324,0.279828146,-0.315169974,-0.295144184,-0.113310843,-0.730297946,0.500747491,-0.36019146,-1.118020176,-0.830886625
180,3026,T,So instantaneous speed means the speed I’m going when?,Q,OD,1.643769744,2.751086166,-0.285660804,-0.602152924,-0.319305874,-1.029707433,-0.370115538,0.31640133,0.29157836,-0.854979811,-0.333901755,0.086106824,0.178882451,-0.109664741,-0.321426801,-1.164409371,0.2284165
181,3026,S,When you start. ,Rs,OD,-1.021058094,-0.393955556,-0.576863909,-0.397699946,-0.933136797,0.006819519,-0.170675414,-1.423419472,0.758887447,0.670249488,2.015921806,-0.069377347,0.570530866,-1.019886347,-1.402696968,0.043172621,-1.061596404
182,3026,T,"Well any time, right?  ",Fy,OD,1.8514235,-1.784624261,-0.078691402,0.006367416,0.447991475,0.647250214,-0.002679062,0.058536526,-0.257779256,-0.121612021,0.895812152,-0.125244557,-0.077657692,-0.767784109,-0.45742834,-1.103633731,1.799398486
183,3026,T, If I want to know my speed at any given time what am I going to look at? ,Q,EX,1.672908522,0.997308274,-0.516324418,0.481952747,-0.958216639,-1.066425544,1.048022239,-0.401466882,-0.176642416,-0.070617132,-0.578590075,0.140742462,1.515315479,-0.057637143,-0.023723767,0.14921303,-0.670267087
184,3026,S,The speedometer. ,Rs,EX,0.938893269,1.664857386,-0.142947681,-0.33708814,-0.197934573,-0.53837671,-0.177183988,0.162576592,0.230940268,-0.463691845,-0.165509254,0.07269562,0.07175955,-0.039070027,-0.165727307,-0.591675759,0.134473635
185,3026,T,"I’m going to look at my speedometer, and I’m going to know exactly how fast I’m going at that one moment. ",Fs,EX,1.784745038,2.96833192,-0.314203429,-0.655165879,-0.343580135,-1.127973577,-0.408701846,0.347166276,0.303705978,-0.933237403,-0.367580255,0.088789065,0.200307032,-0.123783684,-0.352566699,-1.278956092,0.247205072
186,3026,T,That’s instantaneous speed. ,E,SK,1.291331507,2.207971777,-0.214304243,-0.469620533,-0.258620224,-0.784042072,-0.273649762,0.239488961,0.261259314,-0.659335828,-0.249705504,0.079401222,0.125321001,-0.074367384,-0.243577054,-0.878042564,0.181445068
187,3026,T,"Now average speed, remember, is an average of all my what? ",Q,SK,1.045789312,-0.650808329,0.477447325,-0.914249541,2.226545108,-1.475089295,0.10400994,-0.033117002,-0.707740166,-0.293481619,1.110438485,-0.819925565,-1.072558928,-1.412659281,0.712876242,1.626742374,-0.302036379
188,3026,S,Speeds. ,Rs,SK,-0.138311796,-0.394761869,0.205582149,0.299083159,0.159891126,0.219401999,-1.030705234,1.535902073,2.808715271,-0.214340233,-0.223368275,0.252109538,1.116201113,-0.488274402,0.432766126,1.170330948,0.182729138
189,3026,T,All my different speeds from point A to point B. ,Fs,SK,-0.150246013,-0.652927525,0.286258237,0.442227638,0.265352375,0.231871577,-1.716456381,2.498339631,4.409954564,-0.416888436,-0.409636941,0.371827968,1.839276668,-0.821332269,0.651732638,1.71207472,0.296231018
