number,TeacherID,speaker,utterance,ut,rc
454,3026,T," Remember, it’s measuring your distance over time. ",E,PD
455,3026,T,"So if you’re going faster you’re going over more distance in less time and that’s why your graphs are going to steeper, ok? ",E,PD
456,3026,T,"Alright, can someone tell me what we mean by constant speed? ",Q,SK
457,3026,T,"George, put the money up unless you’re going to buy me more pencils. ",P,NA
458,3026,S,That’s all I got.,Rs,NA
459,3026,T,"What is meant by constant speed. George, [inaudible]. ",Q,SK
460,3026,S,The same speed? ,Rs,SK
461,3026,T,"The speed stays the same, ok?",Fy,SK
462,3026,T,"That means your not accelerating, you’re not decelerating, you’re not slowing down or speeding up. ",E,SK
463,3026,T,It’s staying constant; it’s staying the same. ,E,SK
464,3026,T,And when you do your time graphs in just a minute you’re going to realize what happened when you do not move or you stay the same. ,E,OD
465,3026,T,What is the relationship between acceleration and velocity? Tell me what velocity is. ,Q,SK
466,3026,S,Speed? ,Rs,SK
467,3026,T,"It deals with speed, but what else? ",Fq,SK
468,3026,S,The direction. The direction of the motion. ,Rs,SK
469,3026,T,The direction of motion.,Fy,SK
470,3026,T,"So we’re adding speed which is our rate of distance over time and we’re giving it direction, meaning, what direction are we going to walk in? ",E,SK
471,3026,T,So if you look at that picture on page 134 it shows the path of someone walking around a park. ,E,OD
472,3026,T,"Do me a favor – run up to Ms. C[inaudible]’s, Ms. [inaudible] and Ms. [inaudible]’s room and see if any of these kids are in there because I owe them a lunch pass, ok? If they’re there, give it to them; if not, [inaudible]. ",P,NA
473,3026,T,So velocity means – it’s depending on speed and direction. ,E,SK
474,3026,T,"So if I’m walking a straight line, what could I do to change my velocity? ",Q,OD
475,3026,S,Run. ,Rs,OD
476,3026,T,"I could go faster; I could start running, right?",Fs,OD
477,3026,T,"That’s one way of changing velocity. Or, what if I stay at the same speed; I’m walking and walking and walking and I turn over here.",E,OD
478,3026,T,Will I change velocity? ,Q,OD
479,3026,S,No. Yes. You change like motion. ,Rs,OD
480,3026,T,When I turn I change what?,Q,OD
481,3026,S,Velocity. Motion. Direction. ,Rs,OD
482,3026,T,I change direction. ,Fs,OD
483,3026,T,"I may be going the same speed, but I changed directions so I have changed my velocity.",E,OD
484,3026,T,So how is velocity related to acceleration? What’s the relationship between that? Those two things? ,Q,SK
485,3026,S,"Velocity, wants to be in the direction of motion and acceleration is change in velocity? ",Rs,SK
486,3026,T,Acceleration is what? Say it louder? ,Fq,SK
487,3026,S,Acceleration is the speed – is the change in velocity? ,Rs,SK
488,3026,T,"Acceleration is the change of velocity, ok?",Fy,SK
489,3026,T,"So we know velocity means I must be in motion, I can change my speed, and I have to be moving in a particular direction, ok? ",E,SK
490,3026,T,"And I’m moving right now, so do I have velocity? ",Q,OD
491,3026,S,No. ,Ry,OD
492,3026,T,"No. My speed is zero, but I’m not going in any direction right now, but once I move to a different direction I can change my velocity.",Fs,OD
493,3026,T,"Ok, let’s answer one and two. Let’s look at a few of these graphs. ",P,OD
494,3026,T,"Tell me, and this is just your first try. ",P,NA
495,3026,T,"This was just your first try, so let’s look at this one. ",P,NA
496,3026,T,"This one turned out pretty good, ok? ",P,NA
497,3026,T,So what did this person have to do to match this graph? ,Q,OD
498,3026,S,[inaudible]. Walk a lot.,Rs,OD
499,3026,T,Hold on. You’ve got to tell me where he had to start; ,P,OD
500,3026,T,you’ve got to be specific in your description.,P,OD
501,3026,T,You have to start how far away from the wall? ,P,OD
502,3026,S,One? ,Rs,OD
503,3026,T,He had to start one foot away ,Fs,OD
504,3026,T,and then which way did he have to walk? ,Q,OD
505,3026,S,Backwards. ,Rs,OD
506,3026,T,He had to go back. ,Fs,OD
507,3026,T,How many meters back did he have to go? ,Q,OD
508,3026,S,Three. One. ,Rs,OD
509,3026,T,One.,Fy,NA
510,3026,T,See how that ended up one extra meter?,Q,OD
511,3026,S,Yeah. ,Rs,OD
512,3026,T,How long did he have to walk back to that other meter? ,Q,OD
513,3026,S,Three.,Rs,OD
514,3026,T,How long did it [inaudible]? ,Q,OD
515,3026,S,Three? ,Rs,OD
516,3026,T,"Ok, ",Fy,OD
517,3026,T,so he had to walk back for how many seconds? Count. How many seconds? How many seconds did he have to walk backwards for?,Q,OD
518,3026,S,Three. ,Rs,OD
519,3026,T,"Three, right? ",Fy,OD
520,3026,T,So he had to judge it. How did we get that straight line? ,Q,PD
521,3026,S,Just stay there. ,Rs,PD
522,3026,T,"He stopped, right? ",Fy,PD
523,3026,T,And what was our speed at that point?,Q,PD
524,3026,S,Zero. ,Rs,PD
525,3026,T,"Zero; you weren’t moving, were you? ",Fs,PD
526,3026,T,"Then, what did we do here? How long did he have to stand there and do nothing? ",Q,OD
527,3026,S,Like four seconds. ,Rs,OD
528,3026,T,"Yeah, about one, two, three, four seconds, ",Fs,OD
529,3026,T,and after four seconds what did he have to do? ,Q,OD
530,3026,S,Walk back. ,Rs,OD
531,3026,T,"Walk forward again, right? Ok.",Fs,OD
532,3026,T,"now at that point, at what two points did the velocity change on this? Remember what – for velocity to change are what two thing? ",Q,PD
533,3026,S,Velocity. ,Rs,PD
534,3026,T,What two things make up velocity? ,Q,SK
535,3026,S,Speed. ,Rs,SK
536,3026,T,Speed or… ,Fq,SK
537,3026,S,Direction. ,Rs,SK
538,3026,T,Direction. ,Fy,SK
539,3026,T,So can you tell me the two places on this graph where he changed velocity? ,Q,PD
540,3026,S,In the middle. ,Rs,PD
541,3026,T,One – we’re almost done – two… ,Fs,PD
542,3026,S,Where it changed? ,Rq,PD
543,3026,T,Show me where he changed velocity. Show me.,P,PD
544,3026,T,At what specific point did he either change speed or change direction. ,Q,PD
545,3026,T,"One, two – Gene, you need to sit in the back, please.",P,NA
546,3026,S,Alright. ,Ry,NA
547,3026,T,"…three, four. Johnny, come help him out. ",P,NA
548,3026,T,"Where did he either change speed or change direction? Hold on, what specific point? ",Q,PD
549,3026,S,[inaudible] ,NA,NA
550,3026,T,"You all listening? One, two, three… Alright. ",P,NA
551,3026,T,"You see right here? What happens at this point? Right here at this point, what happened? What did he do? ",Q,OD
552,3026,S,He stopped. ,Rs,OD
553,3026,T,He stopped. ,Fy,OD
554,3026,T,Did he change his speed? ,Q,PD
555,3026,S,"No. If he stops he changes speed, yes. Oh, yeah. Yeah.",Rs,PD
556,3026,T,"Ok, what about right here? What did he change?",Q,OD
557,3026,T,"Guys, I’m not talking over you. ",P,NA
558,3026,T,What did he change right here? Raise your hands. ,Q,PD
559,3026,S,He walked forward. ,Rs,PD
560,3026,T,"He walked forward, ",Fy,OD
561,3026,T,so what did he change when he started to walk forward? ,Q,PD
562,3026,S,Velocity.,Rs,PD
563,3026,T,"Why, because he changed what about velocity? ",Fq,PD
564,3026,S,Direction.,Rs,PD
565,3026,T,"Direction, thank you. ",Fy,PD
